defect_id,machine_id,log_date,defect_count,defect_type
DEF-05193,M006,2025-05-08 16:25:00,12,Sheet Metal
DEF-05194,M006,2025-05-08 16:40:00,6,Circuit Board
DEF-05195,M006,2025-05-08 19:10:00,11,Steel
DEF-05196,M006,2025-05-08 19:15:00,12,Machine Component
DEF-05197,M006,2025-05-08 19:35:00,4,Coolant
DEF-05198,M006,2025-05-08 20:00:00,28,Reprocessed Plastics
DEF-05199,M006,2025-05-08 20:25:00,11,Plastic Resin
DEF-05200,M006,2025-05-08 20:50:00,10,Plastic Resin
DEF-05201,M006,2025-05-08 21:15:00,2,Polypropylene
DEF-05202,M006,2025-05-08 22:10:00,13,Packaging
DEF-05203,M006,2025-05-08 22:35:00,37,Lead-Based Alloy
DEF-05204,M006,2025-05-08 22:50:00,13,Scrap Steel
DEF-05205,M006,2025-05-09 00:40:00,15,Machine Component
DEF-05206,M006,2025-05-09 02:00:00,7,Coolant
DEF-05207,M006,2025-05-09 02:30:00,7,Industrial Oil
DEF-05208,M006,2025-05-09 05:55:00,4,Solvent
DEF-05209,M006,2025-05-09 07:45:00,18,Lead-Based Alloy
DEF-05210,M006,2025-05-09 08:45:00,22,Packaging
DEF-05211,M006,2025-05-09 09:15:00,22,Circuit Board
DEF-05212,M006,2025-05-09 09:45:00,6,Plastic Resin
DEF-05213,M006,2025-05-09 09:55:00,12,Scrap Steel
DEF-05214,M006,2025-05-09 10:15:00,37,Solvent
DEF-05215,M006,2025-05-09 10:45:00,33,Lead-Based Alloy
DEF-05216,M006,2025-05-09 11:30:00,21,Polypropylene
DEF-05217,M006,2025-05-09 11:50:00,13,Plastic Resin
DEF-05218,M006,2025-05-09 12:35:00,5,Steel
DEF-05219,M006,2025-05-09 13:05:00,2,Aluminum
DEF-05220,M006,2025-05-09 15:10:00,20,Solvent
DEF-05221,M006,2025-05-09 15:45:00,6,Cotton
DEF-05222,M006,2025-05-09 15:50:00,7,Coolant
DEF-05223,M006,2025-05-09 17:25:00,37,Catalyst
DEF-05224,M006,2025-05-09 18:05:00,5,Scrap Steel
DEF-05225,M006,2025-05-09 18:25:00,20,Coolant
DEF-05226,M006,2025-05-09 18:50:00,5,Polypropylene
DEF-05227,M006,2025-05-09 19:00:00,11,Catalyst
DEF-05228,M006,2025-05-09 19:50:00,3,Packaging
DEF-05229,M006,2025-05-09 21:45:00,11,Aluminum
DEF-05230,M006,2025-05-09 21:55:00,5,Coolant
DEF-05231,M006,2025-05-09 23:25:00,4,Solvent
DEF-05232,M006,2025-05-10 00:30:00,15,Solvent
DEF-05233,M006,2025-05-10 02:10:00,7,Aluminum
DEF-05234,M006,2025-05-10 03:15:00,7,Polypropylene
DEF-05235,M006,2025-05-10 04:30:00,0,Reprocessed Plastics
DEF-05236,M006,2025-05-10 04:40:00,17,Coolant
DEF-05237,M006,2025-05-10 05:05:00,4,Machine Component
DEF-05238,M006,2025-05-10 06:00:00,7,Steel
DEF-05239,M006,2025-05-10 06:20:00,36,Scrap Steel
DEF-05240,M006,2025-05-10 06:35:00,10,Solvent
DEF-05241,M006,2025-05-10 06:40:00,16,Packaging
DEF-05242,M006,2025-05-10 07:05:00,1,Industrial Oil
DEF-05243,M006,2025-05-10 08:05:00,9,Catalyst
DEF-05244,M006,2025-05-10 08:35:00,18,Packaging
DEF-05245,M006,2025-05-10 09:35:00,13,Packaging
DEF-05246,M006,2025-05-10 12:30:00,16,Scrap Steel
DEF-05247,M006,2025-05-10 12:45:00,4,Solvent
DEF-05248,M006,2025-05-10 12:55:00,2,Reprocessed Plastics
DEF-05249,M006,2025-05-10 14:05:00,21,Scrap Steel
DEF-05250,M006,2025-05-10 18:20:00,43,Reprocessed Plastics
DEF-05251,M006,2025-05-10 18:25:00,3,Sheet Metal
DEF-05252,M006,2025-05-10 18:40:00,4,Sheet Metal
DEF-05253,M006,2025-05-10 19:15:00,17,Scrap Steel
DEF-05254,M006,2025-05-10 19:30:00,21,Plastic Resin
DEF-05255,M006,2025-05-10 20:50:00,13,Coolant
DEF-05256,M006,2025-05-10 20:55:00,20,Circuit Board
DEF-05257,M006,2025-05-10 21:05:00,27,Textiles
DEF-05258,M006,2025-05-10 21:20:00,5,Scrap Steel
DEF-05259,M006,2025-05-10 22:30:00,44,Circuit Board
DEF-05260,M006,2025-05-10 23:35:00,0,Scrap Steel
DEF-05261,M006,2025-05-10 23:45:00,6,Cotton
DEF-05262,M006,2025-05-11 00:10:00,12,Industrial Oil
DEF-05263,M006,2025-05-11 01:05:00,1,Plastic Resin
DEF-05264,M006,2025-05-11 01:20:00,26,Machine Component
DEF-05265,M006,2025-05-11 01:50:00,46,Reprocessed Plastics
DEF-05266,M006,2025-05-11 02:20:00,6,Polypropylene
DEF-05267,M006,2025-05-11 02:50:00,38,Plastic Resin
DEF-05268,M006,2025-05-11 03:10:00,33,Packaging
DEF-05269,M006,2025-05-11 03:15:00,3,Cotton
DEF-05270,M006,2025-05-11 03:25:00,6,Packaging
DEF-05271,M006,2025-05-11 03:40:00,19,Sheet Metal
DEF-05272,M006,2025-05-11 03:50:00,33,Lead-Based Alloy
DEF-05273,M006,2025-05-11 03:55:00,2,Packaging
DEF-05274,M006,2025-05-11 04:25:00,1,Industrial Oil
DEF-05275,M006,2025-05-11 04:50:00,31,Sheet Metal
DEF-05276,M006,2025-05-11 05:30:00,3,Sheet Metal
DEF-05277,M006,2025-05-11 07:35:00,6,Reprocessed Plastics
DEF-05278,M006,2025-05-11 08:10:00,25,Catalyst
DEF-05279,M006,2025-05-11 09:00:00,16,Plastic Resin
DEF-05280,M006,2025-05-11 09:20:00,14,Plastic Resin
DEF-05281,M006,2025-05-11 10:35:00,8,Plastic Resin
DEF-05282,M006,2025-05-11 11:15:00,9,Solvent
DEF-05283,M006,2025-05-11 12:30:00,15,Plastic Resin
DEF-05284,M006,2025-05-11 13:00:00,5,Machine Component
DEF-05285,M006,2025-05-11 13:55:00,19,Packaging
DEF-05286,M006,2025-05-11 16:30:00,3,Solvent
DEF-05287,M006,2025-05-11 18:55:00,22,Reprocessed Plastics
DEF-05288,M006,2025-05-11 20:00:00,5,Polypropylene
DEF-05289,M006,2025-05-11 20:10:00,37,Textiles
DEF-05290,M006,2025-05-11 21:00:00,21,Aluminum
DEF-05291,M006,2025-05-11 23:20:00,4,Plastic Resin
DEF-05292,M006,2025-05-11 23:25:00,15,Packaging
DEF-05293,M006,2025-05-12 00:45:00,3,Plastic Resin
DEF-05294,M006,2025-05-12 03:05:00,4,Solvent
DEF-05295,M006,2025-05-12 03:15:00,11,Cotton
DEF-05296,M006,2025-05-12 03:30:00,24,Circuit Board
DEF-05297,M006,2025-05-12 05:05:00,11,Reprocessed Plastics
DEF-05298,M006,2025-05-12 05:55:00,7,Textiles
DEF-05299,M006,2025-05-12 06:00:00,5,Polypropylene
DEF-05300,M006,2025-05-12 06:20:00,2,Industrial Oil
DEF-05301,M006,2025-05-12 07:00:00,18,Reprocessed Plastics
DEF-05302,M006,2025-05-12 07:30:00,34,Circuit Board
DEF-05303,M006,2025-05-12 07:55:00,3,Sheet Metal
DEF-05304,M006,2025-05-12 10:10:00,2,Reprocessed Plastics
DEF-05305,M006,2025-05-12 12:00:00,8,Plastic Resin
DEF-05306,M006,2025-05-12 12:50:00,42,Catalyst
DEF-05307,M006,2025-05-12 13:55:00,6,Circuit Board
DEF-05308,M006,2025-05-12 14:35:00,23,Aluminum
DEF-05309,M006,2025-05-12 18:20:00,29,Cotton
DEF-05310,M006,2025-05-12 18:25:00,3,Packaging
DEF-05311,M006,2025-05-12 18:35:00,10,Polypropylene
DEF-05312,M006,2025-05-12 19:30:00,2,Coolant
DEF-05313,M006,2025-05-12 19:40:00,2,Coolant
DEF-05314,M006,2025-05-12 19:50:00,10,Reprocessed Plastics
DEF-05315,M006,2025-05-12 21:00:00,35,Industrial Oil
DEF-05316,M006,2025-05-12 22:20:00,26,Industrial Oil
DEF-05317,M006,2025-05-12 23:25:00,16,Industrial Oil
DEF-05318,M006,2025-05-13 01:10:00,40,Packaging
DEF-05319,M006,2025-05-13 01:40:00,20,Machine Component
DEF-05320,M006,2025-05-13 01:55:00,12,Cotton
DEF-05321,M006,2025-05-13 02:25:00,25,Polypropylene
DEF-05322,M006,2025-05-13 04:15:00,1,Machine Component
DEF-05323,M006,2025-05-13 06:30:00,1,Catalyst
DEF-05324,M006,2025-05-13 06:35:00,6,Solvent
DEF-05325,M006,2025-05-13 07:05:00,1,Packaging
DEF-05326,M006,2025-05-13 11:05:00,6,Scrap Steel
DEF-05327,M006,2025-05-13 12:35:00,30,Solvent
DEF-05328,M006,2025-05-13 12:50:00,9,Machine Component
DEF-05329,M006,2025-05-13 13:20:00,6,Plastic Resin
DEF-05330,M006,2025-05-13 15:15:00,15,Sheet Metal
DEF-05331,M006,2025-05-13 15:35:00,0,Steel
DEF-05332,M006,2025-05-13 15:45:00,2,Scrap Steel
DEF-05333,M006,2025-05-13 16:00:00,4,Machine Component
DEF-05334,M006,2025-05-13 17:00:00,0,Circuit Board
DEF-05335,M006,2025-05-13 17:20:00,10,Polypropylene
DEF-05336,M006,2025-05-13 17:55:00,11,Aluminum
DEF-05337,M006,2025-05-13 18:20:00,19,Machine Component
DEF-05338,M006,2025-05-13 20:05:00,25,Coolant
DEF-05339,M006,2025-05-13 20:10:00,11,Reprocessed Plastics
DEF-05340,M006,2025-05-13 21:20:00,6,Reprocessed Plastics
DEF-05341,M006,2025-05-13 21:35:00,1,Lead-Based Alloy
DEF-05342,M006,2025-05-13 22:15:00,43,Packaging
DEF-05343,M006,2025-05-13 22:50:00,1,Solvent
DEF-05344,M006,2025-05-13 23:25:00,20,Lead-Based Alloy
DEF-05345,M006,2025-05-13 23:30:00,8,Solvent
DEF-05346,M006,2025-05-13 23:50:00,2,Circuit Board
DEF-05347,M006,2025-05-14 00:40:00,22,Scrap Steel
DEF-05348,M006,2025-05-14 02:00:00,22,Packaging
DEF-05349,M006,2025-05-14 03:30:00,10,Cotton
DEF-05350,M006,2025-05-14 05:20:00,2,Circuit Board
DEF-05351,M006,2025-05-14 06:40:00,24,Lead-Based Alloy
DEF-05352,M006,2025-05-14 06:45:00,11,Textiles
DEF-05353,M006,2025-05-14 11:10:00,9,Reprocessed Plastics
DEF-05354,M006,2025-05-14 12:20:00,4,Circuit Board
DEF-05355,M006,2025-05-14 12:45:00,6,Plastic Resin
DEF-05356,M006,2025-05-14 13:20:00,17,Solvent
DEF-05357,M006,2025-05-14 14:05:00,11,Polypropylene
DEF-05358,M006,2025-05-14 14:30:00,8,Scrap Steel
DEF-05359,M006,2025-05-14 14:35:00,14,Packaging
DEF-05360,M006,2025-05-14 14:40:00,6,Packaging
DEF-05361,M006,2025-05-14 15:15:00,23,Aluminum
DEF-05362,M006,2025-05-14 15:30:00,30,Scrap Steel
DEF-05363,M006,2025-05-14 16:20:00,1,Scrap Steel
DEF-05364,M006,2025-05-14 17:10:00,14,Lead-Based Alloy
DEF-05365,M006,2025-05-14 17:30:00,15,Sheet Metal
DEF-05366,M006,2025-05-14 18:15:00,14,Aluminum
DEF-05367,M006,2025-05-14 19:25:00,2,Reprocessed Plastics
DEF-05368,M006,2025-05-14 20:25:00,4,Lead-Based Alloy
DEF-05369,M006,2025-05-14 22:25:00,2,Plastic Resin
DEF-05370,M006,2025-05-14 22:45:00,43,Steel
DEF-05371,M006,2025-05-15 01:15:00,35,Steel
DEF-05372,M006,2025-05-15 01:30:00,35,Sheet Metal
DEF-05373,M006,2025-05-15 02:05:00,4,Reprocessed Plastics
DEF-05374,M006,2025-05-15 02:55:00,20,Plastic Resin
DEF-05375,M006,2025-05-15 03:00:00,37,Scrap Steel
DEF-05376,M006,2025-05-15 03:05:00,24,Reprocessed Plastics
DEF-05377,M006,2025-05-15 03:10:00,6,Machine Component
DEF-05378,M006,2025-05-15 04:25:00,26,Polypropylene
DEF-05379,M006,2025-05-15 04:35:00,14,Sheet Metal
DEF-05380,M006,2025-05-15 05:30:00,7,Reprocessed Plastics
DEF-05381,M006,2025-05-15 11:00:00,4,Reprocessed Plastics
DEF-05382,M006,2025-05-15 12:35:00,36,Scrap Steel
DEF-05383,M006,2025-05-15 13:35:00,1,Polypropylene
DEF-05384,M006,2025-05-15 13:55:00,21,Steel
DEF-05385,M006,2025-05-15 14:45:00,5,Industrial Oil
DEF-05386,M006,2025-05-15 15:15:00,6,Polypropylene
DEF-05387,M006,2025-05-15 15:50:00,24,Reprocessed Plastics
DEF-05388,M006,2025-05-15 17:25:00,3,Reprocessed Plastics
DEF-05389,M006,2025-05-15 20:35:00,36,Lead-Based Alloy
DEF-05390,M006,2025-05-15 22:30:00,8,Scrap Steel
DEF-05391,M006,2025-05-15 22:40:00,8,Solvent
DEF-05392,M006,2025-05-16 00:00:00,13,Plastic Resin
DEF-05393,M006,2025-05-16 00:20:00,21,Scrap Steel
DEF-05394,M006,2025-05-16 00:55:00,6,Catalyst
DEF-05395,M006,2025-05-16 02:10:00,6,Coolant
DEF-05396,M006,2025-05-16 02:30:00,11,Reprocessed Plastics
DEF-05397,M006,2025-05-16 02:45:00,6,Lead-Based Alloy
DEF-05398,M006,2025-05-16 03:00:00,11,Steel
DEF-05399,M006,2025-05-16 03:25:00,32,Coolant
DEF-05400,M006,2025-05-16 04:20:00,25,Catalyst
DEF-05401,M006,2025-05-16 04:25:00,16,Reprocessed Plastics
DEF-05402,M006,2025-05-16 04:55:00,8,Solvent
DEF-05403,M006,2025-05-16 05:25:00,15,Lead-Based Alloy
DEF-05404,M006,2025-05-16 06:20:00,24,Textiles
DEF-05405,M006,2025-05-16 08:30:00,7,Lead-Based Alloy
DEF-05406,M006,2025-05-16 08:45:00,5,Plastic Resin
DEF-05407,M006,2025-05-16 10:00:00,19,Packaging
DEF-05408,M006,2025-05-16 10:15:00,28,Steel
DEF-05409,M006,2025-05-16 10:35:00,1,Solvent
DEF-05410,M006,2025-05-16 11:00:00,25,Machine Component
DEF-05411,M006,2025-05-16 11:55:00,8,Circuit Board
DEF-05412,M006,2025-05-16 13:35:00,5,Plastic Resin
DEF-05413,M006,2025-05-16 14:30:00,28,Industrial Oil
DEF-05414,M006,2025-05-16 14:50:00,3,Lead-Based Alloy
DEF-05415,M006,2025-05-16 16:00:00,10,Scrap Steel
DEF-05416,M006,2025-05-16 16:15:00,23,Solvent
DEF-05417,M006,2025-05-16 16:55:00,11,Catalyst
DEF-05418,M006,2025-05-16 17:10:00,4,Scrap Steel
DEF-05419,M006,2025-05-16 17:55:00,2,Aluminum
DEF-05420,M006,2025-05-16 18:05:00,12,Polypropylene
DEF-05421,M006,2025-05-16 18:15:00,13,Scrap Steel
DEF-05422,M006,2025-05-16 20:05:00,1,Scrap Steel
DEF-05423,M006,2025-05-17 00:50:00,23,Industrial Oil
DEF-05424,M006,2025-05-17 01:40:00,14,Catalyst
DEF-05425,M006,2025-05-17 02:00:00,26,Coolant
DEF-05426,M006,2025-05-17 04:10:00,2,Machine Component
DEF-05427,M006,2025-05-17 04:20:00,11,Lead-Based Alloy
DEF-05428,M006,2025-05-17 04:45:00,7,Reprocessed Plastics
DEF-05429,M006,2025-05-17 05:50:00,21,Industrial Oil
DEF-05430,M006,2025-05-17 06:45:00,7,Packaging
DEF-05431,M006,2025-05-17 06:55:00,19,Polypropylene
DEF-05432,M006,2025-05-17 07:30:00,22,Solvent
DEF-05433,M006,2025-05-17 08:00:00,13,Lead-Based Alloy
DEF-05434,M006,2025-05-17 09:00:00,29,Textiles
DEF-05435,M006,2025-05-17 10:15:00,20,Industrial Oil
DEF-05436,M006,2025-05-17 10:20:00,8,Textiles
DEF-05437,M006,2025-05-17 10:30:00,12,Packaging
DEF-05438,M006,2025-05-17 10:45:00,6,Coolant
DEF-05439,M006,2025-05-17 11:20:00,11,Solvent
DEF-05440,M006,2025-05-17 11:50:00,1,Circuit Board
DEF-05441,M006,2025-05-17 13:35:00,1,Plastic Resin
DEF-05442,M006,2025-05-17 13:55:00,19,Plastic Resin
DEF-05443,M006,2025-05-17 14:55:00,31,Circuit Board
DEF-05444,M006,2025-05-17 15:15:00,28,Aluminum
DEF-05445,M006,2025-05-17 15:30:00,9,Coolant
DEF-05446,M006,2025-05-17 15:45:00,14,Solvent
DEF-05447,M006,2025-05-17 16:10:00,19,Lead-Based Alloy
DEF-05448,M006,2025-05-17 17:10:00,21,Coolant
DEF-05449,M006,2025-05-17 17:40:00,27,Scrap Steel
DEF-05450,M006,2025-05-17 18:10:00,3,Scrap Steel
DEF-05451,M006,2025-05-17 18:35:00,22,Sheet Metal
DEF-05452,M006,2025-05-17 19:35:00,5,Scrap Steel
DEF-05453,M006,2025-05-17 20:15:00,22,Solvent
DEF-05454,M006,2025-05-17 20:40:00,4,Solvent
DEF-05455,M006,2025-05-17 21:30:00,37,Solvent
DEF-05456,M006,2025-05-17 21:40:00,25,Polypropylene
DEF-05457,M006,2025-05-17 21:55:00,24,Sheet Metal
DEF-05458,M006,2025-05-17 22:10:00,31,Sheet Metal
DEF-05459,M006,2025-05-17 22:25:00,8,Circuit Board
DEF-05460,M006,2025-05-17 23:35:00,23,Sheet Metal
DEF-05461,M006,2025-05-18 01:25:00,17,Lead-Based Alloy
DEF-05462,M006,2025-05-18 01:30:00,33,Industrial Oil
DEF-05463,M006,2025-05-18 02:30:00,3,Packaging
DEF-05464,M006,2025-05-18 03:20:00,32,Steel
DEF-05465,M006,2025-05-18 04:45:00,7,Reprocessed Plastics
DEF-05466,M006,2025-05-18 05:25:00,19,Circuit Board
DEF-05467,M006,2025-05-18 05:55:00,4,Scrap Steel
DEF-05468,M006,2025-05-18 06:30:00,15,Cotton
DEF-05469,M006,2025-05-18 06:50:00,6,Sheet Metal
DEF-05470,M006,2025-05-18 07:25:00,33,Plastic Resin
DEF-05471,M006,2025-05-18 08:05:00,34,Scrap Steel
DEF-05472,M006,2025-05-18 08:50:00,18,Aluminum
DEF-05473,M006,2025-05-18 09:00:00,28,Cotton
DEF-05474,M006,2025-05-18 09:40:00,30,Catalyst
DEF-05475,M006,2025-05-18 09:45:00,1,Sheet Metal
DEF-05476,M006,2025-05-18 10:40:00,21,Packaging
DEF-05477,M006,2025-05-18 11:00:00,15,Reprocessed Plastics
DEF-05478,M006,2025-05-18 11:15:00,14,Lead-Based Alloy
DEF-05479,M006,2025-05-18 12:05:00,3,Solvent
DEF-05480,M006,2025-05-18 13:40:00,1,Cotton
DEF-05481,M006,2025-05-18 14:05:00,25,Solvent
DEF-05482,M006,2025-05-18 14:40:00,36,Cotton
DEF-05483,M006,2025-05-18 15:55:00,16,Machine Component
DEF-05484,M006,2025-05-18 16:05:00,21,Polypropylene
DEF-05485,M006,2025-05-18 16:15:00,13,Scrap Steel
DEF-05486,M006,2025-05-18 17:05:00,16,Plastic Resin
DEF-05487,M006,2025-05-18 17:15:00,4,Coolant
DEF-05488,M006,2025-05-18 18:35:00,16,Solvent
DEF-05489,M006,2025-05-18 20:25:00,32,Packaging
DEF-05490,M006,2025-05-18 20:50:00,26,Textiles
DEF-05491,M006,2025-05-18 21:50:00,39,Catalyst
DEF-05492,M006,2025-05-18 22:15:00,39,Solvent
DEF-05493,M006,2025-05-18 22:50:00,3,Plastic Resin
DEF-05494,M006,2025-05-18 23:35:00,15,Lead-Based Alloy
DEF-05495,M006,2025-05-19 00:25:00,11,Packaging
DEF-05496,M006,2025-05-19 01:50:00,23,Scrap Steel
DEF-05497,M006,2025-05-19 03:30:00,5,Circuit Board
DEF-05498,M006,2025-05-19 03:40:00,6,Coolant
DEF-05499,M006,2025-05-19 03:45:00,6,Lead-Based Alloy
DEF-05500,M006,2025-05-19 04:10:00,30,Solvent
DEF-05501,M006,2025-05-19 05:00:00,11,Machine Component
DEF-05502,M006,2025-05-19 06:40:00,9,Coolant
DEF-05503,M006,2025-05-19 07:25:00,36,Machine Component
DEF-05504,M006,2025-05-19 07:30:00,2,Reprocessed Plastics
DEF-05505,M006,2025-05-19 08:05:00,27,Circuit Board
DEF-05506,M006,2025-05-19 09:30:00,11,Coolant
DEF-05507,M006,2025-05-19 09:40:00,3,Packaging
DEF-05508,M006,2025-05-19 10:35:00,0,Reprocessed Plastics
DEF-05509,M006,2025-05-19 11:15:00,17,Machine Component
DEF-05510,M006,2025-05-19 11:35:00,18,Textiles
DEF-05511,M006,2025-05-19 11:50:00,23,Scrap Steel
DEF-05512,M006,2025-05-19 12:30:00,10,Reprocessed Plastics
DEF-05513,M006,2025-05-19 13:35:00,13,Textiles
DEF-05514,M006,2025-05-19 14:10:00,34,Aluminum
DEF-05515,M006,2025-05-19 15:40:00,14,Coolant
DEF-05516,M006,2025-05-19 16:10:00,12,Cotton
DEF-05517,M006,2025-05-19 16:45:00,14,Machine Component
DEF-05518,M006,2025-05-19 17:05:00,9,Packaging
DEF-05519,M006,2025-05-19 17:40:00,6,Sheet Metal
DEF-05520,M006,2025-05-19 19:15:00,18,Lead-Based Alloy
DEF-05521,M006,2025-05-19 19:40:00,3,Reprocessed Plastics
DEF-05522,M006,2025-05-19 19:55:00,40,Solvent
DEF-05523,M006,2025-05-19 20:20:00,27,Circuit Board
DEF-05524,M006,2025-05-19 21:05:00,14,Solvent
DEF-05525,M006,2025-05-19 21:55:00,5,Catalyst
DEF-05526,M006,2025-05-19 23:15:00,5,Plastic Resin
DEF-05527,M006,2025-05-19 23:20:00,10,Catalyst
DEF-05528,M006,2025-05-19 23:25:00,21,Coolant
DEF-05529,M006,2025-05-20 01:10:00,26,Plastic Resin
DEF-05530,M006,2025-05-20 01:45:00,14,Packaging
DEF-05531,M006,2025-05-20 02:15:00,6,Circuit Board
DEF-05532,M006,2025-05-20 02:30:00,14,Plastic Resin
DEF-05533,M006,2025-05-20 02:50:00,40,Industrial Oil
DEF-05534,M006,2025-05-20 03:05:00,1,Coolant
DEF-05535,M006,2025-05-20 03:45:00,26,Catalyst
DEF-05536,M006,2025-05-20 04:25:00,23,Aluminum
DEF-05537,M006,2025-05-20 04:35:00,22,Textiles
DEF-05538,M006,2025-05-20 04:55:00,13,Steel
DEF-05539,M006,2025-05-20 05:10:00,4,Coolant
DEF-05540,M006,2025-05-20 07:55:00,14,Scrap Steel
DEF-05541,M006,2025-05-20 08:10:00,0,Reprocessed Plastics
DEF-05542,M006,2025-05-20 08:15:00,0,Scrap Steel
DEF-05543,M006,2025-05-20 08:55:00,18,Reprocessed Plastics
DEF-05544,M006,2025-05-20 10:05:00,16,Polypropylene
DEF-05545,M006,2025-05-20 10:50:00,7,Solvent
DEF-05546,M006,2025-05-20 11:00:00,27,Scrap Steel
DEF-05547,M006,2025-05-20 12:45:00,7,Aluminum
DEF-05548,M006,2025-05-20 14:10:00,12,Lead-Based Alloy
DEF-05549,M006,2025-05-20 14:30:00,28,Plastic Resin
DEF-05550,M006,2025-05-20 16:50:00,5,Circuit Board
DEF-05551,M006,2025-05-20 19:30:00,8,Textiles
DEF-05552,M006,2025-05-20 20:10:00,0,Textiles
DEF-05553,M006,2025-05-20 20:20:00,7,Industrial Oil
DEF-05554,M006,2025-05-20 20:40:00,5,Circuit Board
DEF-05555,M006,2025-05-20 21:55:00,13,Plastic Resin
DEF-05556,M006,2025-05-21 01:40:00,28,Packaging
DEF-05557,M006,2025-05-21 02:05:00,8,Polypropylene
DEF-05558,M006,2025-05-21 02:10:00,15,Scrap Steel
DEF-05559,M006,2025-05-21 02:40:00,8,Plastic Resin
DEF-05560,M006,2025-05-21 02:50:00,12,Coolant
DEF-05561,M006,2025-05-21 02:55:00,13,Packaging
DEF-05562,M006,2025-05-21 03:35:00,41,Reprocessed Plastics
DEF-05563,M006,2025-05-21 04:40:00,4,Coolant
DEF-05564,M006,2025-05-21 05:40:00,5,Lead-Based Alloy
DEF-05565,M006,2025-05-21 06:50:00,10,Reprocessed Plastics
DEF-05566,M006,2025-05-21 08:20:00,3,Plastic Resin
DEF-05567,M006,2025-05-21 09:30:00,20,Solvent
DEF-05568,M006,2025-05-21 09:50:00,38,Reprocessed Plastics
DEF-05569,M006,2025-05-21 10:50:00,7,Steel
DEF-05570,M006,2025-05-21 13:10:00,1,Solvent
DEF-05571,M006,2025-05-21 14:40:00,24,Reprocessed Plastics
DEF-05572,M006,2025-05-21 15:30:00,2,Plastic Resin
DEF-05573,M006,2025-05-21 15:35:00,5,Machine Component
DEF-05574,M006,2025-05-21 18:20:00,34,Textiles
DEF-05575,M006,2025-05-21 18:55:00,3,Packaging
DEF-05576,M006,2025-05-21 19:25:00,0,Sheet Metal
DEF-05577,M006,2025-05-21 19:45:00,7,Aluminum
DEF-05578,M006,2025-05-21 20:20:00,1,Aluminum
DEF-05579,M006,2025-05-21 21:10:00,32,Cotton
DEF-05580,M006,2025-05-21 21:40:00,4,Textiles
DEF-05581,M006,2025-05-21 22:10:00,2,Solvent
DEF-05582,M006,2025-05-21 23:15:00,7,Packaging
DEF-05583,M006,2025-05-21 23:25:00,25,Catalyst
DEF-05584,M006,2025-05-21 23:40:00,6,Scrap Steel
DEF-05585,M006,2025-05-22 01:05:00,10,Industrial Oil
DEF-05586,M006,2025-05-22 01:10:00,4,Solvent
DEF-05587,M006,2025-05-22 01:25:00,6,Packaging
DEF-05588,M006,2025-05-22 01:50:00,19,Textiles
DEF-05589,M006,2025-05-22 02:00:00,24,Scrap Steel
DEF-05590,M006,2025-05-22 02:45:00,9,Sheet Metal
DEF-05591,M006,2025-05-22 07:30:00,27,Coolant
DEF-05592,M006,2025-05-22 08:55:00,14,Cotton
DEF-05593,M006,2025-05-22 09:05:00,19,Plastic Resin
DEF-05594,M006,2025-05-22 09:15:00,0,Solvent
DEF-05595,M006,2025-05-22 11:50:00,15,Catalyst
DEF-05596,M006,2025-05-22 12:40:00,1,Lead-Based Alloy
DEF-05597,M006,2025-05-22 13:55:00,17,Scrap Steel
DEF-05598,M006,2025-05-22 14:20:00,47,Coolant
DEF-05599,M006,2025-05-22 14:55:00,23,Solvent
DEF-05600,M006,2025-05-22 15:10:00,10,Machine Component
DEF-05601,M006,2025-05-22 15:30:00,16,Steel
DEF-05602,M006,2025-05-22 15:50:00,13,Solvent
DEF-05603,M006,2025-05-22 16:25:00,12,Aluminum
DEF-05604,M006,2025-05-22 17:05:00,11,Machine Component
DEF-05605,M006,2025-05-22 17:10:00,34,Solvent
DEF-05606,M006,2025-05-22 17:30:00,15,Catalyst
DEF-05607,M006,2025-05-22 17:35:00,0,Scrap Steel
DEF-05608,M006,2025-05-22 19:20:00,6,Coolant
DEF-05609,M006,2025-05-22 19:45:00,23,Scrap Steel
DEF-05610,M006,2025-05-22 20:45:00,6,Industrial Oil
DEF-05611,M006,2025-05-22 23:25:00,3,Packaging
DEF-05612,M006,2025-05-22 23:40:00,2,Sheet Metal
DEF-05613,M006,2025-05-22 23:55:00,20,Industrial Oil
DEF-05614,M006,2025-05-23 00:00:00,24,Solvent
DEF-05615,M006,2025-05-23 00:35:00,1,Machine Component
DEF-05616,M006,2025-05-23 01:20:00,2,Plastic Resin
DEF-05617,M006,2025-05-23 02:30:00,4,Scrap Steel
DEF-05618,M006,2025-05-23 03:35:00,10,Lead-Based Alloy
DEF-05619,M006,2025-05-23 04:30:00,39,Plastic Resin
DEF-05620,M006,2025-05-23 04:50:00,11,Packaging
DEF-05621,M006,2025-05-23 05:35:00,2,Scrap Steel
DEF-05622,M006,2025-05-23 07:45:00,10,Packaging
DEF-05623,M006,2025-05-23 08:05:00,8,Solvent
DEF-05624,M006,2025-05-23 09:35:00,1,Reprocessed Plastics
DEF-05625,M006,2025-05-23 10:15:00,11,Scrap Steel
DEF-05626,M006,2025-05-23 12:15:00,17,Lead-Based Alloy
DEF-05627,M006,2025-05-23 12:45:00,31,Coolant
DEF-05628,M006,2025-05-23 12:55:00,24,Scrap Steel
