maintenance_id,machine_id,maintenance_date,maintenance_type,status
MNT-01985,MAC-49,2015-02-14 06:00:00,Preventive,Completed
MNT-01986,MAC-49,2015-03-01 06:00:00,Preventive,Completed
MNT-01987,MAC-49,2015-03-01 06:00:00,Corrective,Completed
MNT-01988,MAC-49,2015-03-16 06:00:00,Preventive,Completed
MNT-01989,MAC-49,2015-03-16 06:00:00,Corrective,Completed
MNT-01990,MAC-49,2015-03-31 06:00:00,Preventive,Completed
MNT-01991,MAC-49,2015-04-15 06:00:00,Preventive,Completed
MNT-01992,MAC-49,2015-04-15 06:00:00,Preventive,Completed
MNT-01993,MAC-49,2015-04-15 06:00:00,Corrective,Completed
MNT-01994,MAC-49,2015-04-30 06:00:00,Preventive,Completed
MNT-01995,MAC-49,2015-05-15 06:00:00,Preventive,Completed
MNT-01996,MAC-49,2015-05-15 06:00:00,Preventive,Completed
MNT-01997,MAC-49,2015-05-15 06:00:00,Corrective,Completed
MNT-01998,MAC-49,2015-05-30 06:00:00,Preventive,Completed
MNT-01999,MAC-49,2015-06-29 06:00:00,Preventive,Completed
MNT-02000,MAC-49,2015-06-29 06:00:00,Preventive,Completed
MNT-02001,MAC-49,2015-07-14 06:00:00,Preventive,Completed
MNT-02002,MAC-49,2015-07-14 06:00:00,Corrective,Completed
MNT-02003,MAC-49,2015-07-29 06:00:00,Preventive,Completed
MNT-02004,MAC-49,2015-07-29 06:00:00,Preventive,Completed
MNT-02005,MAC-49,2015-07-29 06:00:00,Corrective,Completed
MNT-02006,MAC-49,2015-09-12 06:00:00,Preventive,Completed
MNT-02007,MAC-49,2015-09-12 06:00:00,Preventive,Completed
MNT-02008,MAC-49,2015-09-12 06:00:00,Corrective,Completed
MNT-02009,MAC-49,2015-09-12 06:00:00,Corrective,Completed
MNT-02010,MAC-49,2015-10-12 06:00:00,Preventive,Completed
MNT-02011,MAC-49,2015-10-12 06:00:00,Corrective,Completed
MNT-02012,MAC-49,2015-11-11 06:00:00,Preventive,Completed
MNT-02013,MAC-49,2015-11-11 06:00:00,Corrective,Completed
MNT-02014,MAC-49,2015-11-26 06:00:00,Preventive,Completed
MNT-02015,MAC-49,2015-11-26 06:00:00,Corrective,Completed
MNT-02016,MAC-49,2015-12-11 06:00:00,Preventive,Completed
MNT-02017,MAC-49,2015-12-26 06:00:00,Preventive,Completed
MNT-02018,MAC-49,2015-12-26 06:00:00,Preventive,Completed
MNT-02019,MAC-49,2015-12-26 06:00:00,Corrective,Completed
MNT-02020,MAC-50,2014-07-01 06:00:00,Preventive,Completed
MNT-02021,MAC-50,2014-08-30 06:00:00,Preventive,Completed
MNT-02022,MAC-50,2014-09-14 06:00:00,Preventive,Completed
MNT-02023,MAC-50,2014-10-29 06:00:00,Preventive,Completed
MNT-02024,MAC-50,2015-01-30 06:00:00,Preventive,Completed
MNT-02025,MAC-50,2015-01-30 06:00:00,Preventive,Completed
MNT-02026,MAC-50,2015-01-30 06:00:00,Corrective,Completed
MNT-02027,MAC-50,2015-02-14 06:00:00,Preventive,Completed
MNT-02028,MAC-50,2015-03-01 06:00:00,Preventive,Completed
MNT-02029,MAC-50,2015-03-16 06:00:00,Preventive,Completed
MNT-02030,MAC-50,2015-03-16 06:00:00,Preventive,Completed
MNT-02031,MAC-50,2015-03-31 06:00:00,Preventive,Completed
MNT-02032,MAC-50,2015-04-30 06:00:00,Preventive,Completed
MNT-02033,MAC-50,2015-04-30 06:00:00,Preventive,Completed
MNT-02034,MAC-50,2015-04-30 06:00:00,Corrective,Completed
MNT-02035,MAC-50,2015-05-15 06:00:00,Preventive,Completed
MNT-02036,MAC-50,2015-05-15 06:00:00,Preventive,Completed
MNT-02037,MAC-50,2015-05-30 06:00:00,Preventive,Completed
MNT-02038,MAC-50,2015-05-30 06:00:00,Preventive,Completed
MNT-02039,MAC-50,2015-06-14 06:00:00,Preventive,Completed
MNT-02040,MAC-50,2015-06-29 06:00:00,Preventive,Completed
MNT-02041,MAC-50,2015-07-14 06:00:00,Preventive,Completed
MNT-02042,MAC-50,2015-07-29 06:00:00,Preventive,Completed
MNT-02043,MAC-50,2015-08-13 06:00:00,Preventive,Completed
MNT-02044,MAC-50,2015-08-28 06:00:00,Preventive,Completed
MNT-02045,MAC-50,2015-08-28 06:00:00,Preventive,Completed
MNT-02046,MAC-50,2015-09-12 06:00:00,Preventive,Completed
MNT-02047,MAC-50,2015-09-12 06:00:00,Corrective,Completed
MNT-02048,MAC-50,2015-09-27 06:00:00,Preventive,Completed
MNT-02049,MAC-50,2015-10-12 06:00:00,Preventive,Completed
MNT-02050,MAC-50,2015-10-12 06:00:00,Preventive,Completed
MNT-02051,MAC-50,2015-10-12 06:00:00,Corrective,Completed
MNT-02052,MAC-50,2015-11-11 06:00:00,Preventive,Completed
MNT-02053,MAC-50,2015-11-26 06:00:00,Preventive,Completed
MNT-02054,MAC-50,2015-12-11 06:00:00,Preventive,Completed
MNT-02055,MAC-51,2014-06-16 06:00:00,Preventive,Completed
MNT-02056,MAC-51,2014-09-14 06:00:00,Preventive,Completed
MNT-02057,MAC-51,2014-10-14 06:00:00,Preventive,Completed
MNT-02058,MAC-51,2014-11-28 06:00:00,Preventive,Completed
MNT-02059,MAC-51,2015-01-01 06:00:00,Preventive,Completed
MNT-02060,MAC-51,2015-01-01 06:00:00,Preventive,Completed
MNT-02061,MAC-51,2015-01-02 03:00:00,Corrective,Completed
MNT-02062,MAC-51,2015-01-16 06:00:00,Preventive,Completed
MNT-02063,MAC-51,2015-01-31 06:00:00,Preventive,Completed
MNT-02064,MAC-51,2015-03-02 06:00:00,Preventive,Completed
MNT-02065,MAC-51,2015-03-02 06:00:00,Corrective,Completed
MNT-02066,MAC-51,2015-03-17 06:00:00,Preventive,Completed
MNT-02067,MAC-51,2015-04-01 06:00:00,Preventive,Completed
MNT-02068,MAC-51,2015-04-01 06:00:00,Corrective,Completed
MNT-02069,MAC-51,2015-04-16 06:00:00,Preventive,Completed
MNT-02070,MAC-51,2015-05-01 06:00:00,Preventive,Completed
MNT-02071,MAC-51,2015-05-16 06:00:00,Preventive,Completed
MNT-02072,MAC-51,2015-05-31 06:00:00,Preventive,Completed
MNT-02073,MAC-51,2015-05-31 06:00:00,Corrective,Completed
MNT-02074,MAC-51,2015-06-15 06:00:00,Preventive,Completed
MNT-02075,MAC-51,2015-06-30 06:00:00,Preventive,Completed
MNT-02076,MAC-51,2015-06-30 06:00:00,Preventive,Completed
MNT-02077,MAC-51,2015-06-30 06:00:00,Corrective,Completed
MNT-02078,MAC-51,2015-07-15 06:00:00,Preventive,Completed
MNT-02079,MAC-51,2015-07-15 06:00:00,Corrective,Completed
MNT-02080,MAC-51,2015-07-30 06:00:00,Preventive,Completed
MNT-02081,MAC-51,2015-08-14 06:00:00,Preventive,Completed
MNT-02082,MAC-51,2015-08-29 06:00:00,Preventive,Completed
MNT-02083,MAC-51,2015-09-13 06:00:00,Preventive,Completed
MNT-02084,MAC-51,2015-09-13 06:00:00,Corrective,Completed
MNT-02085,MAC-51,2015-09-28 06:00:00,Preventive,Completed
MNT-02086,MAC-51,2015-09-28 06:00:00,Corrective,Completed
MNT-02087,MAC-51,2015-10-13 06:00:00,Preventive,Completed
MNT-02088,MAC-51,2015-10-28 06:00:00,Preventive,Completed
MNT-02089,MAC-51,2015-11-12 06:00:00,Preventive,Completed
MNT-02090,MAC-51,2015-11-27 06:00:00,Preventive,Completed
MNT-02091,MAC-51,2015-11-27 06:00:00,Corrective,Completed
MNT-02092,MAC-51,2015-12-12 06:00:00,Preventive,Completed
MNT-02093,MAC-51,2015-12-12 06:00:00,Preventive,Completed
MNT-02094,MAC-51,2015-12-12 06:00:00,Corrective,Completed
MNT-02095,MAC-51,2015-12-27 06:00:00,Preventive,Completed
MNT-02096,MAC-52,2014-06-01 06:00:00,Preventive,Completed
MNT-02097,MAC-52,2014-10-29 06:00:00,Preventive,Completed
MNT-02098,MAC-52,2014-11-13 06:00:00,Preventive,Completed
MNT-02099,MAC-52,2014-11-28 06:00:00,Preventive,Completed
MNT-02100,MAC-52,2015-01-19 06:00:00,Preventive,Completed
MNT-02101,MAC-52,2015-01-19 06:00:00,Preventive,Completed
MNT-02102,MAC-52,2015-01-19 06:00:00,Corrective,Completed
MNT-02103,MAC-52,2015-01-19 06:00:00,Corrective,Completed
MNT-02104,MAC-52,2015-02-03 06:00:00,Preventive,Completed
MNT-02105,MAC-52,2015-02-18 06:00:00,Preventive,Completed
MNT-02106,MAC-52,2015-02-18 06:00:00,Preventive,Completed
MNT-02107,MAC-52,2015-03-05 06:00:00,Preventive,Completed
MNT-02108,MAC-52,2015-03-20 06:00:00,Preventive,Completed
MNT-02109,MAC-52,2015-03-20 06:00:00,Preventive,Completed
MNT-02110,MAC-52,2015-04-04 06:00:00,Preventive,Completed
MNT-02111,MAC-52,2015-04-04 06:00:00,Preventive,Completed
MNT-02112,MAC-52,2015-04-19 06:00:00,Preventive,Completed
MNT-02113,MAC-52,2015-04-19 06:00:00,Preventive,Completed
MNT-02114,MAC-52,2015-05-04 06:00:00,Preventive,Completed
MNT-02115,MAC-52,2015-05-19 06:00:00,Preventive,Completed
MNT-02116,MAC-52,2015-06-03 06:00:00,Preventive,Completed
MNT-02117,MAC-52,2015-06-18 06:00:00,Preventive,Completed
MNT-02118,MAC-52,2015-07-03 06:00:00,Preventive,Completed
MNT-02119,MAC-52,2015-07-03 06:00:00,Preventive,Completed
MNT-02120,MAC-52,2015-07-18 06:00:00,Preventive,Completed
MNT-02121,MAC-52,2015-07-18 06:00:00,Corrective,Completed
MNT-02122,MAC-52,2015-08-02 06:00:00,Preventive,Completed
MNT-02123,MAC-52,2015-08-02 06:00:00,Preventive,Completed
MNT-02124,MAC-52,2015-08-02 06:00:00,Corrective,Completed
MNT-02125,MAC-52,2015-08-17 06:00:00,Preventive,Completed
MNT-02126,MAC-52,2015-09-01 06:00:00,Preventive,Completed
MNT-02127,MAC-52,2015-09-16 06:00:00,Preventive,Completed
MNT-02128,MAC-52,2015-10-01 06:00:00,Preventive,Completed
MNT-02129,MAC-52,2015-10-16 06:00:00,Preventive,Completed
MNT-02130,MAC-52,2015-10-31 06:00:00,Preventive,Completed
MNT-02131,MAC-52,2015-10-31 06:00:00,Preventive,Completed
MNT-02132,MAC-52,2015-10-31 06:00:00,Corrective,Completed
MNT-02133,MAC-52,2015-10-31 06:00:00,Corrective,Completed
MNT-02134,MAC-52,2015-11-15 06:00:00,Preventive,Completed
MNT-02135,MAC-52,2015-11-30 06:00:00,Preventive,Completed
MNT-02136,MAC-52,2015-12-15 06:00:00,Preventive,Completed
MNT-02137,MAC-52,2015-12-15 06:00:00,Preventive,Completed
MNT-02138,MAC-52,2015-12-30 06:00:00,Preventive,Completed
MNT-02139,MAC-52,2015-12-30 06:00:00,Corrective,Completed
MNT-02140,MAC-53,2014-10-14 06:00:00,Preventive,Completed
MNT-02141,MAC-53,2014-10-29 06:00:00,Preventive,Completed
MNT-02142,MAC-53,2014-11-28 06:00:00,Preventive,Completed
MNT-02143,MAC-53,2014-12-13 06:00:00,Preventive,Completed
MNT-02144,MAC-53,2015-01-28 06:00:00,Preventive,Completed
MNT-02145,MAC-53,2015-02-12 06:00:00,Preventive,Completed
MNT-02146,MAC-53,2015-02-27 06:00:00,Preventive,Completed
MNT-02147,MAC-53,2015-03-14 06:00:00,Preventive,Completed
MNT-02148,MAC-53,2015-03-29 06:00:00,Preventive,Completed
MNT-02149,MAC-53,2015-03-29 06:00:00,Corrective,Completed
MNT-02150,MAC-53,2015-04-13 06:00:00,Preventive,Completed
MNT-02151,MAC-53,2015-04-13 06:00:00,Preventive,Completed
MNT-02152,MAC-53,2015-05-13 06:00:00,Preventive,Completed
MNT-02153,MAC-53,2015-05-13 06:00:00,Preventive,Completed
MNT-02154,MAC-53,2015-05-13 06:00:00,Corrective,Completed
MNT-02155,MAC-53,2015-05-28 06:00:00,Preventive,Completed
MNT-02156,MAC-53,2015-06-12 06:00:00,Preventive,Completed
MNT-02157,MAC-53,2015-06-27 06:00:00,Preventive,Completed
MNT-02158,MAC-53,2015-07-12 06:00:00,Preventive,Completed
MNT-02159,MAC-53,2015-07-12 06:00:00,Corrective,Completed
MNT-02160,MAC-53,2015-07-27 06:00:00,Preventive,Completed
MNT-02161,MAC-53,2015-08-11 06:00:00,Preventive,Completed
MNT-02162,MAC-53,2015-08-26 06:00:00,Preventive,Completed
MNT-02163,MAC-53,2015-10-10 06:00:00,Preventive,Completed
MNT-02164,MAC-53,2015-10-10 06:00:00,Corrective,Completed
MNT-02165,MAC-53,2015-10-25 06:00:00,Preventive,Completed
MNT-02166,MAC-53,2015-11-09 06:00:00,Preventive,Completed
MNT-02167,MAC-53,2015-11-09 06:00:00,Corrective,Completed
MNT-02168,MAC-53,2015-12-09 06:00:00,Preventive,Completed
MNT-02169,MAC-53,2015-12-09 06:00:00,Corrective,Completed
MNT-02170,MAC-53,2015-12-24 06:00:00,Preventive,Completed
MNT-02171,MAC-54,2014-06-01 06:00:00,Preventive,Completed
MNT-02172,MAC-54,2014-07-01 06:00:00,Preventive,Completed
MNT-02173,MAC-54,2014-09-29 06:00:00,Preventive,Completed
MNT-02174,MAC-54,2014-12-28 06:00:00,Preventive,Completed
MNT-02175,MAC-54,2015-01-15 06:00:00,Preventive,Completed
MNT-02176,MAC-54,2015-01-15 06:00:00,Corrective,Completed
MNT-02177,MAC-54,2015-02-14 06:00:00,Preventive,Completed
MNT-02178,MAC-54,2015-03-01 06:00:00,Preventive,Completed
MNT-02179,MAC-54,2015-03-16 06:00:00,Preventive,Completed
MNT-02180,MAC-54,2015-03-31 06:00:00,Preventive,Completed
MNT-02181,MAC-54,2015-03-31 06:00:00,Preventive,Completed
MNT-02182,MAC-54,2015-03-31 06:00:00,Corrective,Completed
MNT-02183,MAC-54,2015-04-15 06:00:00,Preventive,Completed
MNT-02184,MAC-54,2015-04-30 06:00:00,Preventive,Completed
MNT-02185,MAC-54,2015-04-30 06:00:00,Corrective,Completed
MNT-02186,MAC-54,2015-05-15 06:00:00,Preventive,Completed
MNT-02187,MAC-54,2015-05-30 06:00:00,Preventive,Completed
MNT-02188,MAC-54,2015-06-14 06:00:00,Preventive,Completed
MNT-02189,MAC-54,2015-06-14 06:00:00,Preventive,Completed
MNT-02190,MAC-54,2015-06-29 06:00:00,Preventive,Completed
MNT-02191,MAC-54,2015-06-29 06:00:00,Corrective,Completed
MNT-02192,MAC-54,2015-07-14 06:00:00,Preventive,Completed
MNT-02193,MAC-54,2015-07-14 06:00:00,Preventive,Completed
MNT-02194,MAC-54,2015-07-29 06:00:00,Preventive,Completed
MNT-02195,MAC-54,2015-07-29 06:00:00,Preventive,Completed
MNT-02196,MAC-54,2015-08-13 06:00:00,Preventive,Completed
MNT-02197,MAC-54,2015-08-13 06:00:00,Preventive,Completed
MNT-02198,MAC-54,2015-08-28 06:00:00,Preventive,Completed
MNT-02199,MAC-54,2015-09-12 06:00:00,Preventive,Completed
MNT-02200,MAC-54,2015-09-27 06:00:00,Preventive,Completed
MNT-02201,MAC-54,2015-09-27 06:00:00,Preventive,Completed
MNT-02202,MAC-54,2015-10-12 06:00:00,Preventive,Completed
MNT-02203,MAC-54,2015-10-27 06:00:00,Preventive,Completed
MNT-02204,MAC-54,2015-10-27 06:00:00,Preventive,Completed
MNT-02205,MAC-54,2015-11-11 06:00:00,Preventive,Completed
MNT-02206,MAC-54,2015-11-11 06:00:00,Preventive,Completed
MNT-02207,MAC-54,2015-11-26 06:00:00,Preventive,Completed
MNT-02208,MAC-54,2015-12-11 06:00:00,Preventive,Completed
MNT-02209,MAC-54,2015-12-26 06:00:00,Preventive,Completed
MNT-02210,MAC-54,2015-12-26 06:00:00,Corrective,Completed
MNT-02211,MAC-55,2014-06-16 06:00:00,Preventive,Completed
MNT-02212,MAC-55,2014-06-16 06:00:00,Preventive,Completed
MNT-02213,MAC-55,2014-10-14 06:00:00,Preventive,Completed
MNT-02214,MAC-55,2014-12-28 06:00:00,Preventive,Completed
MNT-02215,MAC-55,2015-01-06 06:00:00,Preventive,Completed
MNT-02216,MAC-55,2015-01-21 06:00:00,Preventive,Completed
MNT-02217,MAC-55,2015-01-21 06:00:00,Preventive,Completed
MNT-02218,MAC-55,2015-02-05 06:00:00,Preventive,Completed
MNT-02219,MAC-55,2015-02-20 06:00:00,Preventive,Completed
MNT-02220,MAC-55,2015-03-07 06:00:00,Preventive,Completed
MNT-02221,MAC-55,2015-03-07 06:00:00,Corrective,Completed
MNT-02222,MAC-55,2015-03-22 06:00:00,Preventive,Completed
MNT-02223,MAC-55,2015-04-06 06:00:00,Preventive,Completed
MNT-02224,MAC-55,2015-04-21 06:00:00,Preventive,Completed
MNT-02225,MAC-55,2015-04-21 06:00:00,Corrective,Completed
MNT-02226,MAC-55,2015-05-06 06:00:00,Preventive,Completed
MNT-02227,MAC-55,2015-05-21 06:00:00,Preventive,Completed
MNT-02228,MAC-55,2015-06-05 06:00:00,Preventive,Completed
MNT-02229,MAC-55,2015-06-05 06:00:00,Corrective,Completed
MNT-02230,MAC-55,2015-06-20 06:00:00,Preventive,Completed
MNT-02231,MAC-55,2015-06-20 06:00:00,Corrective,Completed
MNT-02232,MAC-55,2015-07-05 06:00:00,Preventive,Completed
MNT-02233,MAC-55,2015-07-20 06:00:00,Preventive,Completed
MNT-02234,MAC-55,2015-08-04 06:00:00,Preventive,Completed
MNT-02235,MAC-55,2015-08-04 06:00:00,Corrective,Completed
MNT-02236,MAC-55,2015-08-19 06:00:00,Preventive,Completed
MNT-02237,MAC-55,2015-08-19 06:00:00,Corrective,Completed
MNT-02238,MAC-55,2015-09-03 06:00:00,Preventive,Completed
MNT-02239,MAC-55,2015-09-03 06:00:00,Corrective,Completed
MNT-02240,MAC-55,2015-09-18 06:00:00,Preventive,Completed
MNT-02241,MAC-55,2015-10-18 06:00:00,Preventive,Completed
MNT-02242,MAC-55,2015-10-18 06:00:00,Preventive,Completed
MNT-02243,MAC-55,2015-11-17 06:00:00,Preventive,Completed
MNT-02244,MAC-55,2015-12-02 06:00:00,Preventive,Completed
MNT-02245,MAC-55,2015-12-02 06:00:00,Preventive,Completed
MNT-02246,MAC-55,2015-12-02 06:00:00,Corrective,Completed
MNT-02247,MAC-55,2015-12-17 06:00:00,Preventive,Completed
MNT-02248,MAC-55,2016-01-01 06:00:00,Preventive,Completed
MNT-02249,MAC-56,2014-06-01 06:00:00,Preventive,Completed
MNT-02250,MAC-56,2014-07-31 06:00:00,Preventive,Completed
MNT-02251,MAC-56,2014-10-14 06:00:00,Preventive,Completed
MNT-02252,MAC-56,2014-12-13 06:00:00,Preventive,Completed
MNT-02253,MAC-56,2015-01-02 03:00:00,Corrective,Completed
MNT-02254,MAC-56,2015-01-14 06:00:00,Preventive,Completed
MNT-02255,MAC-56,2015-01-14 06:00:00,Corrective,Completed
MNT-02256,MAC-56,2015-02-13 06:00:00,Preventive,Completed
MNT-02257,MAC-56,2015-03-15 06:00:00,Preventive,Completed
MNT-02258,MAC-56,2015-03-15 06:00:00,Corrective,Completed
MNT-02259,MAC-56,2015-03-30 06:00:00,Preventive,Completed
MNT-02260,MAC-56,2015-04-14 06:00:00,Preventive,Completed
MNT-02261,MAC-56,2015-04-14 06:00:00,Preventive,Completed
MNT-02262,MAC-56,2015-04-14 06:00:00,Corrective,Completed
MNT-02263,MAC-56,2015-04-29 06:00:00,Preventive,Completed
MNT-02264,MAC-56,2015-04-29 06:00:00,Preventive,Completed
MNT-02265,MAC-56,2015-04-29 06:00:00,Corrective,Completed
MNT-02266,MAC-56,2015-05-14 06:00:00,Preventive,Completed
MNT-02267,MAC-56,2015-05-29 06:00:00,Preventive,Completed
MNT-02268,MAC-56,2015-05-29 06:00:00,Preventive,Completed
MNT-02269,MAC-56,2015-06-13 06:00:00,Preventive,Completed
MNT-02270,MAC-56,2015-06-13 06:00:00,Preventive,Completed
MNT-02271,MAC-56,2015-06-13 06:00:00,Corrective,Completed
MNT-02272,MAC-56,2015-06-28 06:00:00,Preventive,Completed
MNT-02273,MAC-56,2015-07-13 06:00:00,Preventive,Completed
MNT-02274,MAC-56,2015-07-13 06:00:00,Preventive,Completed
MNT-02275,MAC-56,2015-08-27 06:00:00,Preventive,Completed
MNT-02276,MAC-56,2015-09-11 06:00:00,Preventive,Completed
MNT-02277,MAC-56,2015-09-26 06:00:00,Preventive,Completed
MNT-02278,MAC-56,2015-09-26 06:00:00,Preventive,Completed
MNT-02279,MAC-56,2015-09-26 06:00:00,Corrective,Completed
MNT-02280,MAC-56,2015-09-26 06:00:00,Corrective,Completed
MNT-02281,MAC-56,2015-10-11 06:00:00,Preventive,Completed
MNT-02282,MAC-56,2015-10-26 06:00:00,Preventive,Completed
MNT-02283,MAC-56,2015-11-10 06:00:00,Preventive,Completed
MNT-02284,MAC-56,2015-11-10 06:00:00,Corrective,Completed
MNT-02285,MAC-56,2015-11-25 06:00:00,Preventive,Completed
MNT-02286,MAC-56,2015-11-25 06:00:00,Corrective,Completed
MNT-02287,MAC-56,2015-12-10 06:00:00,Preventive,Completed
MNT-02288,MAC-56,2015-12-25 06:00:00,Preventive,Completed
MNT-02289,MAC-56,2015-12-25 06:00:00,Corrective,Completed
MNT-02290,MAC-57,2014-06-16 06:00:00,Preventive,Completed
MNT-02291,MAC-57,2014-08-15 06:00:00,Preventive,Completed
MNT-02292,MAC-57,2014-08-15 06:00:00,Preventive,Completed
MNT-02293,MAC-57,2014-11-28 06:00:00,Preventive,Completed
MNT-02294,MAC-57,2015-01-23 06:00:00,Preventive,Completed
MNT-02295,MAC-57,2015-02-07 06:00:00,Preventive,Completed
MNT-02296,MAC-57,2015-02-07 06:00:00,Preventive,Completed
MNT-02297,MAC-57,2015-02-07 06:00:00,Corrective,Completed
MNT-02298,MAC-57,2015-02-22 06:00:00,Preventive,Completed
MNT-02299,MAC-57,2015-03-09 06:00:00,Preventive,Completed
MNT-02300,MAC-57,2015-03-09 06:00:00,Preventive,Completed
MNT-02301,MAC-57,2015-03-24 06:00:00,Preventive,Completed
MNT-02302,MAC-57,2015-03-24 06:00:00,Preventive,Completed
MNT-02303,MAC-57,2015-04-08 06:00:00,Preventive,Completed
MNT-02304,MAC-57,2015-04-08 06:00:00,Preventive,Completed
MNT-02305,MAC-57,2015-04-23 06:00:00,Preventive,Completed
MNT-02306,MAC-57,2015-05-08 06:00:00,Preventive,Completed
MNT-02307,MAC-57,2015-05-23 06:00:00,Preventive,Completed
MNT-02308,MAC-57,2015-05-23 06:00:00,Preventive,Completed
MNT-02309,MAC-57,2015-06-07 06:00:00,Preventive,Completed
MNT-02310,MAC-57,2015-06-22 06:00:00,Preventive,Completed
MNT-02311,MAC-57,2015-07-07 06:00:00,Preventive,Completed
MNT-02312,MAC-57,2015-07-22 06:00:00,Preventive,Completed
MNT-02313,MAC-57,2015-07-22 06:00:00,Preventive,Completed
MNT-02314,MAC-57,2015-08-06 06:00:00,Preventive,Completed
MNT-02315,MAC-57,2015-08-06 06:00:00,Preventive,Completed
MNT-02316,MAC-57,2015-08-21 06:00:00,Preventive,Completed
MNT-02317,MAC-57,2015-09-05 06:00:00,Preventive,Completed
MNT-02318,MAC-57,2015-09-20 06:00:00,Preventive,Completed
MNT-02319,MAC-57,2015-10-05 06:00:00,Preventive,Completed
MNT-02320,MAC-57,2015-10-20 06:00:00,Preventive,Completed
MNT-02321,MAC-57,2015-11-04 06:00:00,Preventive,Completed
MNT-02322,MAC-57,2015-11-04 06:00:00,Corrective,Completed
MNT-02323,MAC-57,2015-11-19 06:00:00,Preventive,Completed
MNT-02324,MAC-57,2015-12-04 06:00:00,Preventive,Completed
MNT-02325,MAC-57,2015-12-19 06:00:00,Preventive,Completed
MNT-02326,MAC-58,2014-07-01 06:00:00,Preventive,Completed
MNT-02327,MAC-58,2014-08-15 06:00:00,Preventive,Completed
MNT-02328,MAC-58,2014-08-30 06:00:00,Preventive,Completed
MNT-02329,MAC-58,2014-10-29 06:00:00,Preventive,Completed
MNT-02330,MAC-58,2015-01-02 03:00:00,Corrective,Completed
MNT-02331,MAC-58,2015-01-31 06:00:00,Preventive,Completed
MNT-02332,MAC-58,2015-01-31 06:00:00,Preventive,Completed
MNT-02333,MAC-58,2015-01-31 06:00:00,Corrective,Completed
MNT-02334,MAC-58,2015-02-15 06:00:00,Preventive,Completed
MNT-02335,MAC-58,2015-03-02 06:00:00,Preventive,Completed
MNT-02336,MAC-58,2015-03-02 06:00:00,Preventive,Completed
MNT-02337,MAC-58,2015-03-17 06:00:00,Preventive,Completed
MNT-02338,MAC-58,2015-04-01 06:00:00,Preventive,Completed
MNT-02339,MAC-58,2015-05-01 06:00:00,Preventive,Completed
MNT-02340,MAC-58,2015-05-01 06:00:00,Corrective,Completed
MNT-02341,MAC-58,2015-05-16 06:00:00,Preventive,Completed
MNT-02342,MAC-58,2015-05-16 06:00:00,Corrective,Completed
MNT-02343,MAC-58,2015-05-31 06:00:00,Preventive,Completed
MNT-02344,MAC-58,2015-05-31 06:00:00,Preventive,Completed
MNT-02345,MAC-58,2015-05-31 06:00:00,Corrective,Completed
MNT-02346,MAC-58,2015-06-15 06:00:00,Preventive,Completed
MNT-02347,MAC-58,2015-06-30 06:00:00,Preventive,Completed
MNT-02348,MAC-58,2015-06-30 06:00:00,Preventive,Completed
MNT-02349,MAC-58,2015-07-15 06:00:00,Preventive,Completed
MNT-02350,MAC-58,2015-07-30 06:00:00,Preventive,Completed
MNT-02351,MAC-58,2015-07-30 06:00:00,Preventive,Completed
MNT-02352,MAC-58,2015-07-30 06:00:00,Corrective,Completed
MNT-02353,MAC-58,2015-08-29 06:00:00,Preventive,Completed
MNT-02354,MAC-58,2015-09-13 06:00:00,Preventive,Completed
MNT-02355,MAC-58,2015-09-28 06:00:00,Preventive,Completed
MNT-02356,MAC-58,2015-09-28 06:00:00,Preventive,Completed
MNT-02357,MAC-58,2015-09-28 06:00:00,Corrective,Completed
MNT-02358,MAC-58,2015-10-13 06:00:00,Preventive,Completed
MNT-02359,MAC-58,2015-10-28 06:00:00,Preventive,Completed
MNT-02360,MAC-58,2015-10-28 06:00:00,Preventive,Completed
MNT-02361,MAC-58,2015-11-27 06:00:00,Preventive,Completed
MNT-02362,MAC-58,2015-11-27 06:00:00,Preventive,Completed
MNT-02363,MAC-58,2015-12-12 06:00:00,Preventive,Completed
MNT-02364,MAC-58,2015-12-12 06:00:00,Corrective,Completed
MNT-02365,MAC-59,2014-07-16 06:00:00,Preventive,Completed
MNT-02366,MAC-59,2014-08-15 06:00:00,Preventive,Completed
MNT-02367,MAC-59,2014-10-29 06:00:00,Preventive,Completed
MNT-02368,MAC-59,2014-12-28 06:00:00,Preventive,Completed
MNT-02369,MAC-59,2015-01-02 03:00:00,Corrective,Completed
MNT-02370,MAC-59,2015-01-05 06:00:00,Preventive,Completed
MNT-02371,MAC-59,2015-01-20 06:00:00,Preventive,Completed
MNT-02372,MAC-59,2015-01-20 06:00:00,Preventive,Completed
MNT-02373,MAC-59,2015-02-04 06:00:00,Preventive,Completed
MNT-02374,MAC-59,2015-02-04 06:00:00,Preventive,Completed
MNT-02375,MAC-59,2015-02-04 06:00:00,Corrective,Completed
MNT-02376,MAC-59,2015-02-19 06:00:00,Preventive,Completed
MNT-02377,MAC-59,2015-03-21 06:00:00,Preventive,Completed
MNT-02378,MAC-59,2015-04-05 06:00:00,Preventive,Completed
MNT-02379,MAC-59,2015-04-05 06:00:00,Corrective,Completed
MNT-02380,MAC-59,2015-04-20 06:00:00,Preventive,Completed
MNT-02381,MAC-59,2015-05-05 06:00:00,Preventive,Completed
MNT-02382,MAC-59,2015-05-20 06:00:00,Preventive,Completed
MNT-02383,MAC-59,2015-05-20 06:00:00,Corrective,Completed
